chrom	start	end	misc_RNA_Shap
chrX	124555264	124557312	13.071022033691406
chrX	124626944	124628992	11.283539772033691
chrX	124647424	124649472	18.281932830810547
chrX	124821504	124823552	28.39365577697754
chrX	124901376	124903424	25.030492782592773
chrX	124915712	124917760	11.611207008361816
chrX	125079552	125081600	9.594857215881348
chrX	125128704	125130752	9.985872268676758
chrX	125237248	125239296	8.43733024597168
chr11	41213952	41216000	16.06410026550293
chr11	41248768	41250816	10.769123077392578
chr11	41252864	41254912	12.28408145904541
chr11	41316352	41318400	10.164693832397461
chr11	41336832	41338880	9.38501262664795
chr11	41453568	41455616	13.803243637084961
chr11	41564160	41566208	13.77332592010498
chr1	41512960	41515008	15.637829780578613
chr1	41699328	41701376	6.904370307922363
chr1	41748480	41750528	9.02296257019043
chr20	57387008	57389056	10.660215377807617
chr2	22360064	22362112	14.395459175109863
chr2	22364160	22366208	11.377618789672852
chr2	22370304	22372352	10.889328002929688
chr5	139757568	139759616	9.994054794311523
chr5	139763712	139765760	11.246804237365723
chr5	139790336	139792384	9.464483261108398
chr4	25374720	25376768	14.46924877166748
chr4	25430016	25432064	11.594321250915527
chr4	25915392	25917440	20.5349178314209
chr4	38711296	38713344	14.989799499511719
chr4	38715392	38717440	7.16738748550415
chr4	38764544	38766592	9.249585151672363
chr4	38766592	38768640	9.002090454101562
chr11	19257344	19259392	7.406522274017334
chr12	26886144	26888192	23.92804527282715
chr4	64155648	64157696	10.36032772064209
chr4	64430080	64432128	12.459742546081543
chr18	74602496	74604544	10.723974227905273
chr18	74618880	74620928	9.73056697845459
chr18	74635264	74637312	13.782513618469238
chr15	49106944	49108992	9.221892356872559
chr1	94863360	94865408	6.961344242095947
chr1	94885888	94887936	6.794886589050293
chr1	94896128	94898176	6.997929573059082
chr1	94926848	94928896	8.419085502624512
chr1	95074304	95076352	13.332354545593262
chr1	95090688	95092736	9.528061866760254
chr1	95248384	95250432	8.40824031829834
chr1	95424512	95426560	7.938427925109863
chr1	95653888	95655936	12.832483291625977
chr1	95692800	95694848	14.953107833862305
chr1	95696896	95698944	12.682823181152344
chr21	19556352	19558400	11.59699535369873
chr21	19562496	19564544	8.091711044311523
chr21	19726336	19728384	14.6588134765625
chr21	19875840	19877888	12.962570190429688
chr21	19886080	19888128	20.17265510559082
chr21	20062208	20064256	15.124982833862305
chr21	20166656	20168704	10.290925979614258
chr21	20172800	20174848	8.721247673034668
chr21	20178944	20180992	15.802996635437012
chr9	30386176	30388224	10.594491958618164
chr9	30480384	30482432	17.95376205444336
chr9	30918656	30920704	8.83060359954834
chr9	31031296	31033344	17.907276153564453
chr9	31084544	31086592	13.61609172821045
chr9	31111168	31113216	13.371545791625977
chr9	31115264	31117312	14.1041841506958
chr9	31131648	31133696	12.77499008178711
chr15	85374976	85377024	6.8526506423950195
chr15	85397504	85399552	7.006129264831543
chr15	85438464	85440512	7.588844299316406
chr15	85731328	85733376	7.9510040283203125
chr15	85794816	85796864	6.9897332191467285
chr15	85866496	85868544	13.211316108703613
chr15	85913600	85915648	11.18472957611084
chr15	85997568	85999616	10.868891716003418
chr15	86013952	86016000	19.538925170898438
chr15	86054912	86056960	9.909427642822266
chr15	86063104	86065152	12.712892532348633
chr12	29145088	29147136	13.918721199035645
chr12	29200384	29202432	11.096959114074707
chr12	29214720	29216768	9.374621391296387
chr10	101898240	101900288	7.76688289642334
chr10	101900288	101902336	11.146965980529785
chr10	101918720	101920768	8.716097831726074
chr10	101924864	101926912	7.339444160461426
chr10	101928960	101931008	11.642448425292969
chr10	101959680	101961728	7.084303855895996
chr10	102170624	102172672	16.41388702392578
chr4	95238144	95240192	12.446088790893555
chr4	95311872	95313920	9.130781173706055
chr4	95313920	95315968	15.793573379516602
chr4	95322112	95324160	7.999436855316162
chr4	95348736	95350784	14.5702486038208
chr4	95393792	95395840	11.089235305786133
chr4	95541248	95543296	11.03874683380127
chr4	95700992	95703040	7.902992248535156
chr4	95727616	95729664	12.872749328613281
chr4	95731712	95733760	9.056557655334473
chr4	95766528	95768576	8.05402946472168
chr1	206979072	206981120	9.44588851928711
chr1	207132672	207134720	12.964590072631836
chr1	237991936	237993984	8.466619491577148
chr1	238215168	238217216	6.88622522354126
chr7	100345856	100347904	11.894529342651367
chr7	100726784	100728832	8.06271743774414
chr10	120975360	120977408	9.65924072265625
chr10	121038848	121040896	9.412312507629395
chr10	121059328	121061376	8.622143745422363
chr10	52480000	52482048	7.43227481842041
chr10	52484096	52486144	8.013711929321289
chr10	52799488	52801536	8.320216178894043
chr10	52801536	52803584	7.486834526062012
chr10	52877312	52879360	13.914339065551758
chr10	53026816	53028864	15.489148139953613
chr11	14192640	14194688	9.401385307312012
chr11	14249984	14252032	10.900982856750488
chr11	14260224	14262272	7.720362186431885
chr11	14518272	14520320	13.23835563659668
chr11	14649344	14651392	14.683671951293945
chr8	135858176	135860224	16.304141998291016
chr8	135915520	135917568	12.175211906433105
chr8	135964672	135966720	12.230073928833008
chr8	135968768	135970816	12.998899459838867
chr8	136017920	136019968	19.29717254638672
chr8	136024064	136026112	11.356393814086914
chr8	136130560	136132608	9.936850547790527
chr8	136136704	136138752	7.003411293029785
chr8	136271872	136273920	8.682083129882812
chr8	136282112	136284160	9.956663131713867
chr8	136357888	136359936	9.906538009643555
chr1	23801856	23803904	12.08533763885498
chr22	44675072	44677120	13.375760078430176
chr22	44693504	44695552	8.215967178344727
chr22	44699648	44701696	10.549120903015137
chr22	44750848	44752896	9.707021713256836
chr4	25368576	25370624	12.616186141967773
chr4	25407488	25409536	9.089476585388184
chr4	164767744	164769792	8.79656982421875
chr4	165005312	165007360	7.229923248291016
chr1	158842880	158844928	7.1237311363220215
chr1	158851072	158853120	8.212356567382812
chr1	159000576	159002624	10.719069480895996
chr1	159019008	159021056	7.447278022766113
chr1	159029248	159031296	10.434319496154785
chr1	159031296	159033344	7.138001918792725
chr1	159068160	159070208	8.906746864318848
chr1	159092736	159094784	7.3027496337890625
chr1	159129600	159131648	23.242300033569336
chr1	159215616	159217664	8.367488861083984
chr4	17364992	17367040	32.1324462890625
chr4	17461248	17463296	12.5764741897583
chr4	17465344	17467392	8.678934097290039
chr4	17471488	17473536	14.369158744812012
chr4	17483776	17485824	8.252007484436035
chr4	17489920	17491968	9.373445510864258
chr4	17508352	17510400	12.095837593078613
chr4	17547264	17549312	15.742892265319824
chr4	17612800	17614848	17.447994232177734
chr4	17614848	17616896	11.950967788696289
chr4	17811456	17813504	13.133959770202637
chr1	15527936	15529984	17.011295318603516
chrX	118106112	118108160	16.64251136779785
chr4	135055360	135057408	7.3879265785217285
chr7	8228864	8230912	6.931728363037109
chr7	8531968	8534016	11.67406177520752
chr7	8562688	8564736	9.602548599243164
chr7	8636416	8638464	11.742112159729004
chr7	8675328	8677376	21.66374397277832
chr7	8706048	8708096	9.576401710510254
chrX	110415872	110417920	12.41875171661377
chrX	110854144	110856192	8.380292892456055
chrX	110952448	110954496	11.075750350952148
chr2	198191104	198193152	10.11596393585205
chr2	198215680	198217728	7.358151435852051
chr2	198559744	198561792	8.686617851257324
chrX	137844736	137846784	7.664862632751465
chrX	137850880	137852928	10.001837730407715
chrX	138024960	138027008	14.336946487426758
chrX	138129408	138131456	10.509188652038574
chrX	138186752	138188800	11.062054634094238
chrX	138196992	138199040	15.5845947265625
chrX	138268672	138270720	9.254356384277344
chrX	138301440	138303488	21.286479949951172
chrX	138305536	138307584	18.704383850097656
chrX	138375168	138377216	11.276817321777344
chrX	138465280	138467328	7.35274600982666
chrX	138493952	138496000	7.672013759613037
chr7	113440768	113442816	6.85443115234375
chr7	113448960	113451008	10.238300323486328
chr7	113459200	113461248	7.208235263824463
chr7	113489920	113491968	7.485776424407959
chr7	113557504	113559552	7.250566005706787
chr7	113588224	113590272	12.94780445098877
chr7	113598464	113600512	6.880240440368652
chr7	113631232	113633280	21.110647201538086
chr7	78016512	78018560	16.41693687438965
chr7	78018560	78020608	10.7475004196167
chr7	78020608	78022656	27.118911743164062
chr7	78112768	78114816	7.101550102233887
chr7	78508032	78510080	7.457314491271973
chr1	179253248	179255296	8.860295295715332
chr1	179808256	179810304	8.478708267211914
chr1	179845120	179847168	7.871699333190918
chr1	179879936	179881984	7.940421104431152
chrX	42149888	42151936	11.585563659667969
chrX	42215424	42217472	18.17850112915039
chrX	42278912	42280960	11.46362018585205
chrX	42375168	42377216	14.187431335449219
chrX	42416128	42418176	20.103374481201172
chrX	42442752	42444800	14.813720703125
chrX	42469376	42471424	10.300569534301758
chrX	42483712	42485760	26.701251983642578
chrX	42577920	42579968	8.075654983520508
chr12	31637504	31639552	6.778813362121582
chr12	31651840	31653888	11.956665992736816
chr12	31662080	31664128	9.054457664489746
chr3	65994752	65996800	8.551719665527344
chr3	66000896	66002944	9.973958015441895
chr3	66058240	66060288	9.328828811645508
chr3	66222080	66224128	16.012258529663086
chr3	66342912	66344960	16.32228660583496
chr16	23597056	23599104	36.528560638427734
chr16	23642112	23644160	18.730743408203125
